SEQNO,Sex,Age,Education,Income
2021000365,0,10,5,7
2021000366,0,12,6,5
2021000367,0,13,6,7
2021000368,1,12,6,6
2021000369,0,11,4,4
2021000370,0,13,4,7
2021000371,1,13,6,7
2021000372,0,12,6,6
2021000373,1,6,5,7
2021000374,0,13,2,3
2021000376,1,11,2,5
2021000377,1,10,6,7
2021000378,1,4,6,7
2021000379,0,11,6,8
2021000380,0,9,4,5
2021000381,0,11,4,6
2021000382,0,12,4,5
2021000383,0,13,5,6
2021000384,0,13,5,6
2021000385,0,12,3,4
2021000386,0,12,4,6
2021000387,0,13,5,5
2021000388,0,9,4,4
2021000389,0,12,4,5
2021000390,0,11,4,4
2021000391,0,11,4,5
2021000392,1,11,4,2
2021000393,1,9,6,6
2021000394,0,11,5,7
2021000395,0,10,6,8
2021000396,0,13,5,6
2021000397,0,10,5,7
2021000398,0,13,3,3
2021000399,0,10,5,2
2021000400,1,11,6,6
2021000401,0,12,4,4
2021000402,0,10,5,6
2021000403,0,9,4,3
2021000404,0,11,4,6
2021000405,0,8,5,1
2021000406,1,10,6,7
2021000407,0,7,5,5
2021000409,0,11,6,3
2021000411,1,10,6,6
2021000412,0,13,6,6
2021000413,0,11,5,5
2021000416,1,9,6,8
2021000418,1,6,5,7
2021000419,0,13,4,5
2021000420,1,13,4,5
2021000421,0,13,6,3
2021000422,0,7,6,7
2021000423,0,10,6,7
2021000424,1,8,5,5
2021000425,0,11,6,7
2021000426,0,12,6,6
2021000427,0,9,4,3
2021000428,1,11,6,8
2021000429,0,11,6,6
2021000430,0,9,4,6
2021000431,1,9,6,8
2021000432,0,12,3,5
2021000433,1,13,6,7
2021000434,0,11,5,1
2021000435,0,11,5,7
2021000436,0,12,4,6
2021000437,1,11,6,6
2021000438,0,13,5,3
2021000439,0,9,5,7
2021000440,0,13,2,6
2021000441,1,10,6,8
2021000442,0,12,5,4
2021000443,0,11,5,5
2021000444,0,10,6,7
2021000445,0,6,5,8
2021000446,0,9,4,6
2021000447,0,8,6,8
2021000448,1,12,2,1
2021000449,0,6,5,4
2021000450,1,11,5,7
2021000451,0,5,4,1
2021000453,0,10,4,7
2021000454,0,10,6,5
2021000455,0,9,5,5
2021000456,0,9,4,6
2021000457,0,10,5,4
2021000458,1,12,5,8
2021000459,1,6,5,2
2021000460,0,11,5,4
2021000461,0,12,6,6
2021000462,0,9,6,3
2021000463,0,8,4,6
2021000464,1,12,4,6
2021000465,0,13,5,5
2021000466,0,10,2,1
2021000467,0,10,4,3
2021000468,0,9,4,1
2021000469,1,13,5,7
2021000470,0,13,4,4
2021000471,0,10,4,5
2021000472,0,9,6,5
2021000474,0,9,4,7
2021000475,0,9,4,5
2021000476,1,10,6,5
2021000477,1,11,5,6
2021000478,1,13,6,7
2021000481,0,13,6,7
2021000482,0,11,5,8
2021000483,1,11,6,6
2021000484,0,10,5,7
2021000485,0,13,4,8
2021000486,1,13,4,5
2021000488,0,11,5,1
2021000489,1,11,6,8
2021000491,0,13,6,4
2021000492,0,12,4,6
2021000493,0,5,5,3
2021000494,0,12,5,5
2021000495,0,11,6,6
2021000496,0,12,6,5
2021000497,0,8,4,7
2021000498,0,11,4,8
2021000499,0,11,4,7
2021000500,0,11,6,3
2021000501,0,10,5,6
2021000502,1,11,5,4
2021000503,1,3,5,6
2021000504,0,9,5,3
2021000505,1,13,5,6
2021000506,0,11,5,2
2021000508,0,10,4,6
2021000509,1,12,6,6
2021000510,0,12,6,6
2021000511,0,10,6,6
2021000512,0,11,5,4
2021000513,0,6,5,7
2021000515,0,11,3,1
2021000516,1,12,5,6
2021000517,0,13,4,6
2021000518,0,13,5,6
2021000519,0,8,4,8
2021000520,1,9,6,7
2021000521,0,9,4,8
2021000522,0,11,4,6
2021000523,0,12,2,6
2021000524,0,12,5,5
2021000525,0,12,3,6
2021000526,0,3,5,7
2021000527,0,13,4,5
2021000528,0,12,5,4
2021000529,1,12,6,5
2021000530,0,11,5,5
2021000531,1,11,3,5
2021000532,0,9,5,6
2021000533,1,11,6,6
2021000534,1,10,5,7
2021000535,0,9,4,8
2021000536,0,9,6,6
2021000537,1,11,6,6
2021000538,0,13,5,3
2021000539,1,10,5,5
2021000540,1,11,6,7
2021000541,0,10,4,6
2021000542,0,10,6,6
2021000543,0,9,5,6
2021000544,0,13,4,5
2021000545,0,10,4,4
2021000546,0,10,6,3
2021000547,1,10,5,4
2021000548,0,12,6,6
2021000549,0,10,6,7
2021000550,1,12,6,7
2021000551,0,11,6,7
2021000552,1,11,6,6
2021000553,0,12,6,6
2021000554,1,10,6,7
2021000555,0,11,5,4
2021000556,1,10,5,3
2021000557,0,13,5,5
2021000558,1,10,3,2
2021000559,0,13,5,6
2021000560,1,13,4,8
2021000561,0,13,5,5
2021000562,0,10,5,7
2021000563,0,13,5,5
2021000565,1,10,4,3
2021000566,0,9,4,3
2021000567,0,13,6,5
2021000568,0,6,4,3
2021000569,0,11,3,3
2021000570,0,10,5,6
2021000572,0,7,4,4
2021000573,0,12,4,3
2021000574,0,10,5,5
2021000575,0,11,5,6
2021000576,1,13,4,2
2021000577,0,11,6,6
2021000578,0,10,4,7
2021000579,0,10,4,1
2021000580,0,5,5,7
2021000581,0,13,6,6
2021000582,0,12,4,5
2021000583,0,12,4,5
2021000584,0,11,5,7
2021000585,0,12,5,7
2021000586,0,9,5,7
2021000587,1,9,4,5
2021000588,1,12,6,6
2021000589,0,11,4,6
2021000590,0,9,4,5
2021000591,0,13,5,3
2021000592,0,11,5,6
2021000593,1,12,5,7
2021000594,0,10,5,8
2021000595,0,12,4,3
2021000596,0,11,6,5
2021000597,1,13,6,7
2021000599,0,7,5,2
2021000601,1,9,5,5
2021000602,0,8,5,7
2021000603,0,12,4,8
2021000604,1,11,6,8
2021000609,0,7,6,8
2021000610,0,2,6,8
2021000611,1,13,6,6
2021000612,0,8,5,5
2021000614,1,5,3,2
2021000615,1,8,4,2
2021000616,0,4,5,4
2021000617,0,3,6,7
2021000623,1,4,6,7
2021000624,1,7,3,3
2021000625,0,11,5,5
2021000626,0,10,6,7
2021000629,0,5,6,8
2021000632,0,6,5,8
2021000633,1,8,6,8
2021000634,0,10,4,5
2021000637,1,5,6,7
2021000639,1,9,6,7
2021000642,0,9,4,7
2021000643,0,6,4,5
2021000644,1,9,6,7
2021000646,0,4,5,7
2021000647,1,9,4,4
2021000650,0,11,2,6
2021000651,0,8,4,7
2021000652,0,9,4,2
2021000655,0,10,5,5
2021000656,0,12,5,6
2021000657,0,5,6,8
2021000660,1,2,6,8
2021000661,0,10,5,2
2021000662,0,5,4,5
2021000663,1,10,4,5
2021000664,0,6,4,5
2021000666,1,6,3,8
2021000667,1,4,5,7
2021000668,0,9,4,6
2021000669,0,3,6,2
2021000671,0,11,3,4
2021000672,0,11,5,5
2021000673,1,6,5,3
2021000675,0,9,5,8
2021000676,0,11,4,1
2021000678,0,7,4,1
2021000679,0,10,5,4
2021000680,0,9,5,5
2021000681,1,11,5,8
2021000682,1,8,4,6
2021000683,1,9,4,6
2021000684,1,9,6,6
2021000685,1,1,5,7
2021000686,1,5,5,6
2021000687,1,11,5,5
2021000689,0,5,4,2
2021000691,0,6,6,5
2021000692,1,7,4,1
2021000694,0,4,6,7
2021000696,0,9,6,7
2021000697,0,10,6,7
2021000698,1,8,5,7
2021000700,0,13,4,4
2021000701,1,5,5,7
2021000702,1,10,5,1
2021000703,1,5,4,5
2021000704,1,8,6,8
2021000707,0,6,6,8
2021000708,0,10,6,8
2021000709,0,7,5,7
2021000710,1,11,6,8
2021000711,0,5,4,5
2021000712,0,10,5,1
2021000713,0,2,5,7
2021000714,0,12,6,6
2021000715,0,4,6,7
2021000716,0,13,6,4
2021000717,0,9,6,5
2021000719,0,5,6,6
2021000720,1,11,3,5
2021000723,1,9,2,7
2021000724,1,5,6,1
2021000725,0,7,4,6
2021000726,0,9,5,6
2021000728,0,8,4,5
2021000730,1,4,5,8
2021000731,1,5,6,3
2021000732,0,12,6,8
2021000733,0,13,5,8
2021000735,0,9,6,6
2021000737,0,7,6,7
2021000738,1,10,4,5
2021000739,1,11,6,6
2021000740,0,11,5,7
2021000741,1,11,6,8
2021000742,0,1,5,8
2021000743,0,10,4,5
2021000744,0,11,6,7
2021000745,0,6,3,4
2021000746,1,2,4,2
2021000747,0,13,6,7
2021000748,1,3,4,7
2021000749,1,9,5,4
2021000750,1,7,4,6
2021000752,1,4,4,7
2021000753,1,11,6,8
2021000754,1,5,6,7
2021000755,0,2,5,3
2021000756,0,9,4,6
2021000757,0,2,6,8
2021000758,0,11,4,6
2021000760,0,3,5,2
2021000761,1,9,6,7
2021000762,0,8,5,5
2021000763,0,8,5,6
2021000765,0,13,5,4
2021000767,0,10,4,7
2021000768,1,9,5,8
2021000771,1,3,6,5
2021000772,0,13,6,6
2021000773,1,11,4,7
2021000775,1,1,4,5
2021000776,0,3,3,4
2021000778,0,4,5,7
2021000779,0,10,3,1
2021000780,0,12,4,3
2021000781,1,10,4,3
2021000782,0,4,3,1
2021000783,0,7,2,3
2021000784,0,4,6,8
2021000785,1,10,4,4
2021000786,0,11,4,5
2021000787,1,10,5,5
2021000788,1,3,4,5
2021000789,1,12,4,5
2021000790,1,11,5,3
2021000791,1,1,5,6
2021000792,1,8,4,7
2021000794,1,5,3,3
2021000795,1,9,4,2
2021000796,0,5,6,5
2021000798,0,4,4,1
2021000799,0,3,6,2
2021000800,0,7,5,6
2021000801,0,8,4,2
2021000802,0,11,4,5
2021000803,1,10,6,3
2021000806,0,9,3,4
2021000807,1,11,6,6
2021000808,0,9,6,8
2021000809,1,10,4,7
2021000810,0,10,3,2
2021000812,0,13,4,5
2021000813,0,5,6,5
2021000814,0,7,6,7
2021000815,1,8,5,6
2021000816,0,4,4,4
2021000817,1,7,2,3
2021000819,0,9,6,7
2021000820,1,9,6,6
2021000821,1,7,6,7
2021000822,0,9,4,7
2021000823,1,9,4,4
2021000824,1,7,5,6
2021000826,1,8,4,7
2021000827,0,11,5,6
2021000829,1,4,5,5
2021000831,1,9,4,6
2021000832,0,11,5,2
2021000834,1,10,4,5
2021000835,0,5,5,4
2021000836,0,7,5,6
2021000837,0,10,4,5
2021000840,0,3,4,5
2021000841,0,9,6,2
2021000843,1,5,4,6
2021000844,1,1,5,4
2021000846,1,2,6,7
2021000847,0,7,5,7
2021000848,0,8,5,8
2021000851,0,8,6,5
2021000853,0,4,5,4
2021000854,0,6,6,6
2021000855,1,10,6,7
2021000856,0,6,5,7
2021000857,0,12,5,6
2021000858,0,3,6,8
2021000859,1,9,5,7
2021000860,0,9,2,4
2021000861,1,13,6,5
2021000862,0,9,3,8
2021000863,1,3,6,8
2021000864,1,13,6,8
2021000865,1,7,4,7
2021000866,1,3,3,5
2021000868,0,8,4,7
2021000869,1,8,6,7
2021000870,0,10,5,5
2021000872,1,7,5,7
2021000873,0,9,5,6
2021000874,0,9,4,7
2021000875,1,12,6,7
2021000877,1,4,4,7
2021000878,0,6,4,8
2021000879,1,9,4,8
2021000880,1,3,5,6
2021000881,0,10,5,7
2021000883,0,8,5,8
2021000884,0,10,4,4
2021000886,0,7,5,6
2021000887,1,10,5,8
2021000888,0,7,6,5
2021000889,0,10,4,5
2021000890,0,6,6,7
2021000892,0,9,6,8
2021000893,1,7,4,6
2021000894,0,11,3,2
2021000895,1,11,5,8
2021000897,1,9,5,7
2021000898,1,5,4,6
2021000902,1,1,6,8
2021000903,1,11,5,7
2021000904,0,11,6,6
2021000905,0,5,5,8
2021000906,1,3,4,5
2021000907,0,11,5,2
2021000908,1,5,5,8
2021000911,0,8,3,7
2021000912,0,8,5,4
2021000913,0,12,5,2
2021000914,1,8,5,3
2021000915,0,7,4,8
2021000916,1,8,5,5
2021000917,0,10,4,5
2021000919,0,5,5,5
2021000920,0,4,5,8
2021000921,1,10,5,6
2021000922,0,5,5,8
2021000923,0,5,6,8
2021000924,1,4,4,6
2021000925,0,10,4,3
2021000926,0,4,2,7
2021000928,0,11,4,5
2021000929,0,7,6,6
2021000931,1,7,4,8
2021000932,1,2,6,8
2021000934,1,2,6,8
2021000935,1,8,4,4
2021000936,0,6,6,7
2021000937,0,6,5,5
2021000938,0,7,6,6
2021000939,1,2,6,8
2021000940,0,9,4,1
2021000941,1,9,3,2
2021000942,0,10,5,5
2021000943,1,11,4,7
2021000944,0,2,4,5
2021000945,0,5,5,4
2021000946,0,3,3,3
2021000947,0,5,5,6
2021000948,0,10,6,8
2021000950,1,11,5,7
2021000951,1,11,6,7
2021000952,1,6,6,7
2021000953,0,10,6,7
2021000954,0,11,6,4
2021000955,1,2,5,8
2021000958,1,6,4,7
2021000959,0,3,6,8
2021000960,0,3,5,7
2021000961,0,8,5,5
2021000964,1,4,4,5
2021000965,1,6,5,7
2021000966,1,11,4,6
2021000967,0,1,4,5
2021000968,0,8,6,6
2021000969,1,11,3,1
2021000970,0,10,5,5
2021000972,0,9,6,8
2021000974,0,11,6,5
2021000976,0,11,5,5
2021000977,1,1,4,4
2021000978,0,5,4,4
2021000979,0,4,6,7
2021000980,0,7,6,5
2021000981,0,1,4,2
2021000982,0,10,5,4
2021000983,0,4,4,6
2021000984,0,8,6,2
2021000985,1,3,4,8
2021000987,0,7,6,8
2021000988,0,10,4,5
2021000989,1,5,4,8
2021000991,1,8,4,7
2021000992,0,9,4,5
2021000993,1,8,4,2
2021000994,0,5,5,8
2021000995,1,12,6,8
2021000996,0,10,3,2
2021000997,1,7,6,7
2021000999,1,7,4,8
2021001000,0,2,6,8
2021001001,1,13,6,8
2021001002,0,3,4,5
2021001003,0,3,5,8
2021001004,1,5,5,7
2021001005,0,4,6,6
2021001006,0,7,4,2
2021001009,1,12,6,7
2021001010,1,2,6,7
2021001013,0,5,5,8
2021001014,1,2,4,5
2021001015,0,2,6,6
2021001016,1,9,4,7
2021001020,0,4,5,7
2021001022,1,3,4,5
2021001023,0,12,4,3
2021001024,1,7,5,5
2021001025,0,8,4,3
2021001026,0,8,5,6
2021001027,1,7,2,4
2021001029,1,4,4,8
2021001030,0,7,4,4
2021001031,0,7,5,8
2021001032,0,6,6,5
2021001033,0,11,4,6
2021001035,1,3,5,8
2021001036,0,13,6,5
2021001037,0,9,4,7
2021001039,0,7,5,5
2021001041,0,8,5,5
2021001042,1,1,6,7
2021001044,0,3,4,1
2021001046,0,7,6,8
2021001047,0,4,6,5
2021001048,0,6,4,7
2021001050,1,9,4,6
2021001052,0,6,6,7
2021001053,0,9,5,3
2021001054,0,11,4,3
2021001055,0,12,6,6
2021001057,0,11,5,8
2021001058,0,11,5,5
2021001059,0,7,6,8
2021001060,0,10,5,6
2021001061,1,7,4,6
2021001062,1,8,4,6
2021001063,0,2,6,6
2021001064,1,6,6,7
2021001065,1,13,6,6
2021001066,1,11,4,6
2021001067,0,4,5,5
2021001068,0,5,6,6
2021001070,1,10,5,1
2021001071,1,3,4,7
2021001072,1,9,6,7
2021001073,1,3,4,5
2021001076,0,5,6,1
2021001077,0,10,4,6
2021001078,0,12,4,1
2021001079,1,5,6,8
2021001080,0,11,3,2
2021001081,1,9,6,5
2021001082,0,3,5,2
2021001083,1,1,5,5
2021001085,0,7,4,5
2021001089,1,11,5,7
2021001090,1,8,5,7
2021001091,1,5,4,6
2021001092,1,2,4,7
2021001093,0,6,6,8
2021001095,0,2,4,7
2021001096,0,7,6,8
2021001098,0,10,4,3
2021001099,0,3,6,8
2021001100,0,10,6,8
2021001101,0,8,6,6
2021001102,1,13,6,7
2021001103,0,7,5,5
2021001104,0,10,4,3
2021001105,1,4,5,7
2021001107,0,5,6,7
2021001108,0,7,4,5
2021001109,1,11,5,5
2021001111,0,5,6,8
2021001112,1,8,6,6
2021001113,1,12,6,7
2021001114,1,9,5,8
2021001115,0,12,5,4
2021001116,1,1,6,6
2021001117,0,13,4,7
2021001118,1,10,5,6
2021001120,0,7,4,6
2021001122,1,11,5,3
2021001123,1,8,5,8
2021001124,1,8,5,8
2021001125,1,8,3,6
2021001126,0,8,3,1
2021001127,0,10,6,7
2021001129,0,9,5,8
2021001130,0,10,5,6
2021001131,1,3,4,7
2021001132,0,11,4,3
2021001133,0,5,5,7
2021001134,0,4,4,4
2021001135,1,10,5,8
2021001136,0,10,4,4
2021001137,1,7,6,7
2021001138,1,4,4,8
2021001139,1,10,5,6
2021001140,0,1,4,5
2021001142,0,8,4,4
2021001144,0,4,6,1
2021001145,0,11,5,8
2021001147,0,4,5,6
2021001148,0,3,5,4
2021001149,1,2,5,7
2021001150,0,6,6,8
2021001152,0,7,5,8
2021001154,0,9,4,3
2021001155,0,7,6,8
2021001157,0,11,2,1
2021001158,0,9,4,7
2021001159,0,9,4,4
2021001160,0,8,6,2
2021001161,1,10,4,6
2021001162,0,6,6,7
2021001163,0,5,6,7
2021001164,0,3,5,7
2021001165,0,9,4,5
2021001166,1,7,5,8
2021001167,0,11,5,5
2021001168,0,6,3,3
2021001170,1,2,3,1
2021001171,0,11,4,2
2021001174,0,5,5,4
2021001176,1,2,5,8
2021001177,0,10,5,3
2021001179,0,10,5,4
2021001180,1,2,6,6
2021001181,1,4,6,7
2021001183,0,2,3,5
2021001185,0,8,5,2
2021001190,0,3,4,1
2021001191,0,7,5,5
2021001193,1,1,4,2
2021001194,1,11,3,6
2021001195,1,9,6,7
2021001196,0,8,4,6
2021001198,0,7,6,8
2021001200,0,12,4,5
2021001201,1,10,5,8
2021001204,1,6,4,4
2021001206,0,9,6,7
2021001207,0,7,5,5
2021001209,0,2,6,8
2021001211,1,11,4,6
2021001212,1,4,6,8
2021001213,0,1,5,8
2021001214,0,5,6,5
2021001215,0,7,5,6
2021001217,0,11,4,7
2021001218,1,10,3,5
2021001220,0,7,4,7
2021001221,1,2,5,7
2021001222,1,4,5,7
2021001223,1,11,4,5
2021001225,1,3,6,8
2021001226,1,11,4,6
2021001227,1,9,6,6
2021001228,1,5,5,6
2021001229,1,4,5,8
2021001230,0,4,6,7
2021001231,0,9,6,8
2021001232,0,6,6,7
2021001234,0,9,5,7
2021001235,1,1,5,4
2021001236,1,8,5,8
2021001237,0,12,5,5
2021001238,0,10,6,8
2021001239,0,10,5,6
2021001240,0,9,4,2
2021001241,0,2,4,6
2021001243,1,8,3,5
2021001245,0,7,4,7
2021001248,0,7,6,8
2021001249,0,5,6,8
2021001250,0,8,6,8
2021001251,0,9,4,7
2021001253,0,8,4,4
2021001256,0,10,3,1
2021001257,0,13,5,7
2021001258,0,2,4,7
2021001259,0,2,6,7
2021001261,1,12,6,7
2021001262,1,8,4,8
2021001264,1,8,5,8
2021001265,1,7,5,6
2021001268,1,4,3,6
2021001270,0,5,6,7
2021001273,1,8,6,8
2021001274,0,8,4,6
2021001275,0,5,5,7
2021001276,1,4,6,8
2021001277,0,4,4,1
2021001278,0,2,5,7
2021001279,0,9,5,4
2021001280,1,4,4,7
2021001281,1,5,6,8
2021001282,1,12,5,7
2021001283,0,10,4,5
2021001284,1,7,4,7
2021001286,0,9,5,6
2021001287,1,4,3,5
2021001288,1,11,5,7
2021001289,0,9,6,6
2021001290,0,1,5,5
2021001291,1,2,4,3
2021001292,0,6,6,7
2021001293,0,8,5,8
2021001295,0,13,3,1
2021001296,1,6,6,8
2021001297,0,13,4,2
2021001301,0,3,4,6
2021001302,0,10,5,5
2021001303,0,9,6,8
2021001304,0,5,6,7
2021001305,1,11,6,5
2021001308,1,7,5,7
2021001309,0,4,6,7
2021001311,1,8,6,7
2021001312,0,2,5,8
2021001313,0,2,5,6
2021001315,1,8,5,8
2021001316,0,8,5,8
2021001318,0,10,6,5
2021001320,0,13,5,3
2021001321,0,10,5,8
2021001323,0,10,6,8
2021001325,0,3,6,6
2021001327,1,6,3,2
2021001329,1,11,4,7
2021001330,1,11,5,8
2021001333,1,10,3,1
2021001334,0,11,4,3
2021001335,0,11,5,7
2021001336,1,4,5,7
